id;code;canton;departement;cereales;racines_et_legumes_divers;cultures_diverses;prairies_artificielles;jacheres;total_des_terres_labourables;prairies_naturelles;vignes;autres_cultures_arborescentes;paturages;autres_surfaces_ecoumene;superficie_totale;marais_susceptibles_d_etre_desseches;code_departement;centre;geometry
140;823;MONTAUBAN;TARN ET GARONNE;52476;5655;1521;8726;25053;93431;7146;14008;882;10070;34391;159928;20;82;;list(c(551829.327828515, 568846.792301871, 593528.828832784, 596801.518571869, 585876.432545542, 582767.947879991, 549211.294021104, 551829.327828515, 6320006.14669177, 6350692.73268922, 6347148.0069558, 6342160.21045246, 6306734.8513958, 6303783.05361863, 6300534.85297207, 6320006.14669177))
141;191;BRIVE;CORREZE;38832;6902;1247;948;8668;56597;22069;15391;27335;13242;17723;152357;244;19;;list(c(552581.918654435, 580176.825751777, 613352.510515021, 603700.950828023, 581478.681098411, 551923.714820828, 552581.918654435, 6461754.371746, 6476869.02413168, 6427230.38772068, 6420961.34131707, 6426977.19919367, 6455777.02802237, 6461754.371746))
142;092;PAMIERS;ARIEGE;43576;6262;1239;7024;16291;74392;3415;9217;57;13662;28109;128852;0;09;;list(c(561131.981165032, 577408.574494733, 599507.310288094, 612901.033062453, 611908.541286511, 568192.230007291, 561131.981165032, 6234283.76400994, 6245886.15679473, 6239592.00119166, 6221475.6329351, 6216271.92820009, 6218627.25152845, 6234283.76400994))
143;623;BOULOGNE;PAS DE CALAIS;29860;9650;2102;9567;7002;58181;14047;0;1675;6013;14244;94160;673;62;;list(c(623122.470326409, 625438.3437106, 599033.989105694, 598146.868084221, 599925.679873168, 610410.697747022, 621454.578517616, 623122.470326409, 7094424.23659404, 7063537.61812204, 7053209.43822105, 7067885.07893921, 7086873.93172694, 7094227.53092359, 7097218.35815382, 7094424.23659404))
144;763;NEUFCHATEL;SEINE INFERIEURE;49177;3458;984;16756;13431;83806;13212;0;9024;3330;45174;154546;85;76;;list(c(563112.48766249, 589914.915746045, 618097.018792092, 621435.192284573, 602223.888671675, 589222.822291426, 563698.753605279, 563112.48766249, 6956285.31511534, 6990277.22975543, 6970629.57519963, 6958457.4376609, 6932674.13399573, 6933347.99343274, 6953982.22394851, 6956285.31511534))
145;271;LES ANDELYS;EURE;40602;5508;2376;14416;6919;69821;2628;143;3438;2219;26081;104330;70;27;;list(c(602223.888671675, 614229.42671934, 612580.788219697, 585507.270836347, 576479.228418473, 574388.882972505, 589222.822291426, 602223.888671675, 6932674.13399573, 6905995.06681119, 6902426.07695888, 6883880.25014383, 6891818.76663964, 6918071.93195382, 6933347.99343274, 6932674.13399573))
146;461;CAHORS;LOT;72048;6558;2072;2618;15756;99052;5208;36098;1489;20775;53776;216398;83;46;;list(c(547581.000889487, 595377.842828874, 601389.338759655, 593528.828832784, 568846.792301871, 548640.069233886, 547581.000889487, 6386075.68599728, 6393280.38277392, 6375674.48005842, 6347148.0069558, 6350692.73268922, 6366077.47591139, 6386075.68599728))
147;232;BOURGANEUF;CREUSE;15671;1672;648;230;10369;28590;18963;0;4326;22356;16358;90593;681;23;;list(c(579220.104603168, 582881.93978446, 619400.798918052, 618957.972793629, 607532.186930943, 597025.182219123, 588322.45014638, 577847.381894748, 579220.104603168, 6559796.90579463, 6561685.42527681, 6546129.39186368, 6512562.8243127, 6501708.41429055, 6501659.86042914, 6509868.88209173, 6555665.6321746, 6559796.90579463))
148;314;VILLEFRANCHE;HAUTE GARONNE;45191;3213;842;8908;15951;74105;2987;5543;4;1159;9816;93614;0;31;;list(c(591589.291113405, 614533.586690199, 599507.310288094, 577408.574494733, 579635.615614297, 591589.291113405, 6275241.19390729, 6269285.45184377, 6239592.00119166, 6245886.15679473, 6262894.58766337, 6275241.19390729))
149;281;CHARTRES;EURE ET LOIR;118153;4923;2561;39031;21284;185952;2919;1829;141;991;17319;209151;50;28;;list(c(594040.8780318, 611968.68745977, 609792.267413878, 608642.025666039, 565565.599254409, 559473.579564237, 594040.8780318, 6837192.29176425, 6817482.74346898, 6789541.05921898, 6787474.5620265, 6802496.23811965, 6826730.92183757, 6837192.29176425))
150;814;LAVAUR;TARN;36198;1413;724;5048;14407;57790;3608;7020;6;1139;11543;81106;0;81;;list(c(582767.947879991, 585876.432545542, 622001.825993218, 624443.214931411, 618001.447036592, 614533.586690199, 591589.291113405, 582767.947879991, 6303783.05361863, 6306734.8513958, 6297140.43043617, 6294706.21944628, 6270235.8599041, 6269285.45184377, 6275241.19390729, 6303783.05361863))
151;453;ORLEANS;LOIRET;70601;5521;2644;22922;26997;128685;9929;21743;165;15836;65698;242056;288;45;;list(c(588231.16413911, 608674.215855307, 650526.355721652, 638819.52698988, 602155.793179794, 588231.16413911, 6748078.00198928, 6787271.95753906, 6755623.14148451, 6718539.79430295, 6727797.99018825, 6748078.00198928))
152;412;ROMORANTIN;LOIR ET CHER;72519;1925;2529;946;35243;113162;9587;2290;565;45912;38659;210175;2855;41;;list(c(573426.693227473, 602155.793179794, 638819.52698988, 645844.864673958, 628524.664121251, 596927.061481399, 583313.792577659, 573426.693227473, 6689064.98175424, 6727797.99018825, 6718539.79430295, 6705376.94157404, 6679545.4207766, 6666429.81900907, 6667410.76593976, 6689064.98175424))
153;462;FIGEAC;LOT;42119;4139;1460;1641;15807;65166;13285;8338;26424;19949;23006;156168;4;46;;list(c(613352.510515021, 617605.383145973, 653421.208098732, 652531.183473744, 643871.746076306, 601389.338759655, 595377.842828874, 603700.950828023, 613352.510515021, 6427230.38772068, 6428338.69265584, 6394461.98442643, 6389336.60771878, 6375912.15620187, 6375674.48005842, 6393280.38277392, 6420961.34131707, 6427230.38772068))
154;783;MANTES;SEINE ET OISE;34189;4211;1966;11727;9847;61940;2405;2349;230;2069;18702;87695;84;78;;list(c(585507.270836347, 612580.788219697, 622262.222935154, 616031.586290658, 599880.118272849, 583966.43243538, 585507.270836347, 6883880.25014383, 6902426.07695888, 6868844.90850192, 6859331.18970123, 6855495.42051477, 6872417.60779562, 6883880.25014383))
155;091;FOIX;ARIEGE;26697;8778;953;1563;8192;46183;12172;1645;26;69293;81143;210462;0;09;;list(c(568192.230007291, 611908.541286511, 616778.080539632, 601133.318479367, 600207.174625772, 580936.08224819, 569831.397772294, 567601.779706067, 568192.230007291, 6218627.25152845, 6216271.92820009, 6183699.03516822, 6158181.00335885, 6164537.62114363, 6173958.52684225, 6174021.20972318, 6177659.06622173, 6218627.25152845))
156;112;CASTELNAUDARY;AUDE;40622;2051;547;6611;9256;59087;1690;4758;8;11044;13183;89770;0;11;;list(c(599507.310288094, 614533.586690199, 618001.447036592, 637589.250644801, 628018.622303343, 612901.033062453, 599507.310288094, 6239592.00119166, 6269285.45184377, 6270235.8599041, 6256100.70522608, 6232682.38408633, 6221475.6329351, 6239592.00119166))
157;454;PITHIVIERS;LOIRET;56379;2449;2037;16574;18699;96138;1785;8812;0;490;13019;120244;0;45;;list(c(608642.025666039, 609792.267413878, 655304.810469762, 669463.821766967, 650535.328879, 650526.355721652, 608674.215855307, 608642.025666039, 6787474.5620265, 6789541.05921898, 6806416.14100194, 6789412.39709086, 6755628.50795578, 6755623.14148451, 6787271.95753906, 6787474.5620265))
158;784;PONTOISE;SEINE ET OISE;48744;6952;5222;11157;8225;80300;3207;2878;982;720;23232;111319;1030;78;;list(c(614229.42671934, 639665.506032056, 648058.475578101, 652398.519303297, 636563.198172731, 622262.222935154, 612580.788219697, 614229.42671934, 6905995.06681119, 6905331.67289921, 6899692.16719917, 6890757.90390703, 6870222.92988407, 6868844.90850192, 6902426.07695888, 6905995.06681119))
159;192;TULLE;CORREZE;59124;4049;1532;218;20693;85616;32380;1349;42994;76037;18364;256740;6966;19;;list(c(597025.182219123, 607532.186930943, 626940.31722842, 621267.187691962, 617605.383145973, 613352.510515021, 580176.825751777, 597025.182219123, 6501659.86042914, 6501708.41429055, 6475761.16232004, 6433362.19765497, 6428338.69265584, 6427230.38772068, 6476869.02413168, 6501659.86042914))
160;594;DUNKERQUE;NORD;25394;10709;4742;3710;1852;46407;14200;0;0;3136;8417;72160;207;59;;list(c(661164.321322389, 623122.470326409, 621454.578517616, 635938.078892583, 668082.883965268, 674147.916683206, 673454.830737451, 661164.321322389, 7086527.26418645, 7094424.23659404, 7097218.35815382, 7101140.67932064, 7110478.77121413, 7094524.91120327, 7091563.43845591, 7086527.26418645))
161;624;MONTREUIL;PAS DE CALAIS;41283;10888;2435;9153;13261;77020;8754;0;4388;2662;19681;112505;464;62;;list(c(625438.3437106, 636724.588037367, 630310.748081368, 595019.243790654, 596754.502018977, 603526.969928824, 597212.913456084, 599270.39324492, 599033.989105694, 625438.3437106, 7063537.61812204, 7051643.75061126, 7023052.61655074, 7020097.65507783, 7029654.77923422, 7028674.52834186, 7034206.30517417, 7049298.60516942, 7053209.43822105, 7063537.61812204))
162;625;SAINT OMER;PAS DE CALAIS;45050;14998;3096;7305;11812;82261;9050;0;118;2668;14196;108293;630;62;;list(c(623122.470326409, 661164.321322389, 652937.736798433, 636724.588037367, 625438.3437106, 623122.470326409, 7094424.23659404, 7086527.26418645, 7053861.65112071, 7051643.75061126, 7063537.61812204, 7094424.23659404))
163;231;AUBUSSON;CREUSE;54324;6125;1462;427;33368;95706;42958;0;106;42085;23202;204057;845;23;;list(c(619400.798918052, 635312.841705532, 654347.641059683, 673534.454017067, 672325.284698499, 670630.844289324, 618957.972793629, 619400.798918052, 6546129.39186368, 6561452.66521402, 6559557.97530839, 6544557.89848526, 6530257.07934645, 6523427.20860554, 6512562.8243127, 6546129.39186368))
164;234;GUERET;CREUSE;44796;5356;1745;163;30403;82463;43280;0;3896;16882;20174;166695;159;23;;list(c(609238.801440796, 635312.841705532, 619400.798918052, 582881.93978446, 609238.801440796, 6595776.8706705, 6561452.66521402, 6546129.39186368, 6561685.42527681, 6595776.8706705))
165;813;GAILLAC;TARN;38707;6182;1366;5322;18724;70301;5164;16635;547;5211;29342;127200;0;81;;list(c(596801.518571869, 618633.231848629, 622001.825993218, 585876.432545542, 596801.518571869, 6342160.21045246, 6336805.0437412, 6297140.43043617, 6306734.8513958, 6342160.21045246))
166;125;VILLEFRANCHE;AVEYRON;34074;6044;1415;1871;22583;65987;12282;6891;14894;10822;18224;129100;0;12;;list(c(593528.828832784, 601389.338759655, 643871.746076306, 644640.515714565, 618633.231848629, 596801.518571869, 593528.828832784, 6347148.0069558, 6375674.48005842, 6375912.15620187, 6341094.05657351, 6336805.0437412, 6342160.21045246, 6347148.0069558))
167;364;ISSOUDUN;INDRE;50660;1178;916;6081;19561;78396;10162;5630;16;4610;19062;117876;350;36;;list(c(596927.061481399, 628524.664121251, 646781.669722205, 630049.277677141, 628968.705035615, 596927.061481399, 6666429.81900907, 6679545.4207766, 6642010.12141521, 6616113.50920982, 6615859.47761687, 6666429.81900907))
168;785;RAMBOUILLET;SEINE ET OISE;50617;2995;3313;13506;11669;82100;5351;1453;229;2546;40880;132559;125;78;;list(c(599880.118272849, 616031.586290658, 634753.022288443, 611968.68745977, 594040.8780318, 599880.118272849, 6855495.42051477, 6859331.18970123, 6835161.7674578, 6817482.74346898, 6837192.29176425, 6855495.42051477))
169;233;BOUSSAC;CREUSE;30865;2179;557;370;23086;57057;20929;0;834;4329;12336;95485;0;23;;list(c(609832.713107273, 628968.705035615, 630049.277677141, 655519.720905101, 654347.641059683, 635312.841705532, 609238.801440796, 609832.713107273, 6600833.39835899, 6615859.47761687, 6616113.50920982, 6602031.80915588, 6559557.97530839, 6561452.66521402, 6595776.8706705, 6600833.39835899))
170;801;ABBEVILLE;SOMME;65900;12156;9102;13348;21235;121741;4325;0;4837;5260;22306;158469;2235;80;;list(c(586022.515636499, 593645.08199376, 595019.243790654, 630310.748081368, 633253.132508758, 636022.647936874, 618097.018792092, 589914.915746045, 586022.515636499, 7000736.29682029, 7012529.3089438, 7020097.65507783, 7023052.61655074, 7019434.69305232, 6994764.80176806, 6970629.57519963, 6990277.22975543, 7000736.29682029))
171;601;BEAUVAIS;OISE;79698;3734;3486;27556;23385;137859;13590;592;1248;4044;36565;193898;2083;60;;list(c(642376.07066771, 650541.866378118, 639665.506032056, 614229.42671934, 602223.888671675, 621435.192284573, 642376.07066771, 6952355.11230858, 6939719.60855214, 6905331.67289921, 6905995.06681119, 6932674.13399573, 6958457.4376609, 6952355.11230858))
172;802;AMIENS;SOMME;86023;8242;7172;18313;27367;147117;5093;0;1824;2666;23250;179950;274;80;;list(c(621435.192284573, 618097.018792092, 636022.647936874, 671068.624705649, 671986.965603017, 642376.07066771, 621435.192284573, 6958457.4376609, 6970629.57519963, 6994764.80176806, 6988477.96865938, 6973517.98813843, 6952355.11230858, 6958457.4376609))
173;782;ETAMPES;SEINE ET OISE;35845;3682;810;9753;9926;60016;2263;1901;458;1560;13821;80019;0;78;;list(c(611968.68745977, 634753.022288443, 636244.040474541, 636346.590401315, 655336.076130163, 655304.810469762, 609792.267413878, 611968.68745977, 6817482.74346898, 6835161.7674578, 6835124.43366262, 6835089.61635933, 6812102.59347214, 6806416.14100194, 6789541.05921898, 6817482.74346898))
174;812;CASTRES;TARN;56171;7225;1728;5031;49416;119571;21803;5207;817;32575;43031;223004;314;81;;list(c(618001.447036592, 624443.214931411, 659877.301270814, 667257.305769692, 654622.069774431, 637589.250644801, 618001.447036592, 6270235.8599041, 6294706.21944628, 6303466.02278943, 6293893.37693816, 6259138.69780876, 6256100.70522608, 6270235.8599041))
175;811;ALBI;TARN;34886;4896;1408;4842;31188;77220;11857;8718;8158;13097;23856;142906;0;81;;list(c(622001.825993218, 618633.231848629, 644640.515714565, 658583.633377918, 659877.301270814, 624443.214931411, 622001.825993218, 6297140.43043617, 6336805.0437412, 6341094.05657351, 6330701.63716303, 6303466.02278943, 6294706.21944628, 6297140.43043617))
176;113;LIMOUX;AUDE;33441;5100;919;11576;20010;71046;5662;9794;142;50639;44727;182010;0;11;;list(c(612901.033062453, 628018.622303343, 672496.62793359, 673073.814599288, 666260.338528975, 616778.080539632, 611908.541286511, 612901.033062453, 6221475.6329351, 6232682.38408633, 6211224.37322313, 6207895.65068587, 6198492.18006971, 6183699.03516822, 6216271.92820009, 6221475.6329351))
177;786;VERSAILLES;SEINE ET OISE;22296;6773;7686;6440;1476;44671;4178;7695;873;807;26544;84768;0;78;;list(c(622262.222935154, 636563.198172731, 641991.773019562, 643081.194042643, 636244.040474541, 634753.022288443, 616031.586290658, 622262.222935154, 6868844.90850192, 6870222.92988407, 6864122.23303657, 6861049.76000155, 6835124.43366262, 6835161.7674578, 6859331.18970123, 6868844.90850192))
178;193;USSEL;CORREZE;38970;2578;313;529;14590;56980;18697;0;1586;72073;28176;177512;1946;19;;list(c(618957.972793629, 670630.844289324, 682005.395424673, 681830.249825439, 674192.691049544, 626940.31722842, 607532.186930943, 618957.972793629, 6512562.8243127, 6523427.20860554, 6495138.42956215, 6484925.87463021, 6478036.88569007, 6475761.16232004, 6501708.41429055, 6512562.8243127))
179;151;AURILLAC;CANTAL;30485;1581;1244;655;21402;55367;60695;236;12942;36204;28792;194236;1264;15;;list(c(617605.383145973, 621267.187691962, 665673.731637716, 683239.82511182, 684905.724042514, 653421.208098732, 617605.383145973, 6428338.69265584, 6433362.19765497, 6445955.98154534, 6419672.7709827, 6411859.93741413, 6394461.98442643, 6428338.69265584))
180;181;BOURGES;CHER;84289;3620;2258;22143;35074;147384;35299;7150;57;3509;52549;245948;237;18;;list(c(645844.864673958, 647756.606695548, 683803.729125883, 681540.335423412, 646781.669722205, 628524.664121251, 645844.864673958, 6705376.94157404, 6704815.83729879, 6662214.9252252, 6649718.45184847, 6642010.12141521, 6679545.4207766, 6705376.94157404))
181;803;DOULLENS;SOMME;28705;2257;8787;7161;8305;55215;485;0;1388;925;7845;65858;210;80;;list(c(633253.132508758, 665747.440180114, 676701.578293771, 671068.624705649, 636022.647936874, 633253.132508758, 7019434.69305232, 7019159.05896982, 6997632.82542095, 6988477.96865938, 6994764.80176806, 7019434.69305232))
182;753;SCEAUX;SEINE;7749;3026;2703;1966;160;15604;786;1463;135;222;5707;23917;0;75;;list(c(643081.194042643, 665778.217802246, 636346.590401315, 636244.040474541, 643081.194042643, 6861049.76000155, 6849766.88520419, 6835089.61635933, 6835124.43366262, 6861049.76000155))
183;752;SAINT DENIS;SEINE;5086;4759;1363;881;0;12089;365;1288;0;0;6467;20209;0;75;;list(c(636563.198172731, 652398.519303297, 671134.323135053, 671794.806216704, 641991.773019562, 636563.198172731, 6870222.92988407, 6890757.90390703, 6879207.98578101, 6870391.21328663, 6864122.23303657, 6870222.92988407))
184;451;GIEN;LOIRET;55733;1876;2667;7966;24884;93126;7519;2605;184;8871;34854;147159;120;45;;list(c(638819.52698988, 650526.355721652, 650535.328879, 705980.041223249, 709245.920575587, 710147.494791692, 674472.997986393, 647756.606695548, 645844.864673958, 638819.52698988, 6718539.79430295, 6755623.14148451, 6755628.50795578, 6746148.8014904, 6740577.90694345, 6733402.56218073, 6711788.52346425, 6704815.83729879, 6705376.94157404, 6718539.79430295))
185;662;PERPIGNAN;PYRENEES ORIENTALES;20082;3227;991;5713;15445;45458;1900;27935;3374;43899;14507;137073;1034;66;;list(c(673073.814599288, 704293.542383308, 703588.002294897, 703356.25580446, 672894.443744574, 666260.338528975, 673073.814599288, 6207895.65068587, 6201305.04800571, 6193185.62217565, 6156740.95751159, 6171562.68776639, 6198492.18006971, 6207895.65068587))
186;123;RODEZ;AVEYRON;47099;8279;1554;1564;44306;102802;30460;3755;22759;40668;26578;227022;18;12;;list(c(643871.746076306, 652531.183473744, 692242.674088737, 685060.529733221, 658583.633377918, 644640.515714565, 643871.746076306, 6375912.15620187, 6389336.60771878, 6354812.50253339, 6344017.73675177, 6330701.63716303, 6341094.05657351, 6375912.15620187))
187;152;MAURIAC;CANTAL;23557;1211;796;335;10780;36679;58515;0;633;9541;22870;128238;938;15;;list(c(626940.31722842, 674192.691049544, 665673.731637716, 621267.187691962, 626940.31722842, 6475761.16232004, 6478036.88569007, 6445955.98154534, 6433362.19765497, 6475761.16232004))
188;111;CARCASSONNE;AUDE;52609;3855;728;8559;27561;93312;4569;18119;1511;60594;24380;202485;0;11;;list(c(637589.250644801, 654622.069774431, 675557.887056477, 672496.62793359, 628018.622303343, 637589.250644801, 6256100.70522608, 6259138.69780876, 6236577.90455852, 6211224.37322313, 6232682.38408633, 6256100.70522608))
189;032;MONTLUCON;ALLIER;84375;3621;1520;2919;56760;149195;20138;3703;576;3120;32182;208914;843;03;;list(c(655519.720905101, 691647.741044413, 701549.0307358, 678868.355284818, 673534.454017067, 654347.641059683, 655519.720905101, 6602031.80915588, 6607804.15176365, 6585076.74230379, 6548833.12444626, 6544557.89848526, 6559557.97530839, 6602031.80915588))
190;781;CORBEIL;SEINE ET OISE;24244;3746;5617;6112;3246;42965;2370;4128;232;510;13799;64004;0;78;;list(c(665778.217802246, 673759.397236926, 661732.209320344, 655336.076130163, 636346.590401315, 665778.217802246, 6849766.88520419, 6851242.34316627, 6818351.75402402, 6812102.59347214, 6835089.61635933, 6849766.88520419))
191;751;PARIS;SEINE;0;0;302;0;0;302;0;0;0;0;3122;3424;0;75;;list(c(643081.194042643, 641991.773019562, 671794.806216704, 676393.737969799, 673759.397236926, 665778.217802246, 643081.194042643, 6861049.76000155, 6864122.23303657, 6870391.21328663, 6852915.31068641, 6851242.34316627, 6849766.88520419, 6861049.76000155))
192;182;SAINT AMAND;CHER;57353;2900;2102;28439;39589;130383;63069;993;816;2990;67326;265577;537;18;;list(c(630049.277677141, 646781.669722205, 681540.335423412, 696538.670029302, 691647.741044413, 655519.720905101, 630049.277677141, 6616113.50920982, 6642010.12141521, 6649718.45184847, 6624306.01099604, 6607804.15176365, 6602031.80915588, 6616113.50920982))
193;153;MURAT;CANTAL;11590;650;269;165;4821;17495;50605;0;12;6584;10628;85324;135;15;;list(c(674192.691049544, 681830.249825439, 702536.672668285, 708012.674493614, 683239.82511182, 665673.731637716, 674192.691049544, 6478036.88569007, 6484925.87463021, 6471252.33847335, 6459351.44032491, 6419672.7709827, 6445955.98154534, 6478036.88569007))
194;626;SAINT POL;PAS DE CALAIS;48811;13210;7007;10735;13742;93505;3177;0;1848;524;14769;113823;61;62;;list(c(652937.736798433, 654428.874267712, 670543.397020764, 665747.440180114, 633253.132508758, 630310.748081368, 636724.588037367, 652937.736798433, 7053861.65112071, 7053332.42924854, 7031935.24273179, 7019159.05896982, 7019434.69305232, 7023052.61655074, 7051643.75061126, 7053861.65112071))
195;604;SENLIS;OISE;51441;4805;3265;17981;14235;91727;4166;373;674;2687;33147;132774;574;60;;list(c(648058.475578101, 673522.78034797, 694905.342265365, 671134.323135053, 652398.519303297, 648058.475578101, 6899692.16719917, 6918015.75389771, 6897961.45348562, 6879207.98578101, 6890757.90390703, 6899692.16719917))
196;602;CLERMONT;OISE;60029;5977;3665;19255;13902;102828;3355;303;1300;2079;20126;129991;0;60;;list(c(639665.506032056, 650541.866378118, 672564.975496247, 673522.78034797, 648058.475578101, 639665.506032056, 6905331.67289921, 6939719.60855214, 6931233.34452451, 6918015.75389771, 6899692.16719917, 6905331.67289921))
197;124;SAINT AFFRIQUE;AVEYRON;27983;4008;533;7055;25679;65258;17318;3011;6152;44065;35479;171283;0;12;;list(c(659877.301270814, 658583.633377918, 685060.529733221, 709894.042195508, 694974.167777888, 667257.305769692, 659877.301270814, 6303466.02278943, 6330701.63716303, 6344017.73675177, 6310442.57743361, 6289439.92529716, 6293893.37693816, 6303466.02278943))
198;804;MONTDIDIER;SOMME;46275;4045;3661;12830;8699;75510;1867;0;701;994;12423;91495;66;80;;list(c(671986.965603017, 698655.288412752, 698705.042670026, 672564.975496247, 650541.866378118, 642376.07066771, 671986.965603017, 6973517.98813843, 6951081.21261766, 6950966.00062085, 6931233.34452451, 6939719.60855214, 6952355.11230858, 6973517.98813843))
199;596;LILLE;NORD;33586;13712;11129;6294;3570;68291;6124;0;1398;238;11388;87439;456;59;;list(c(692983.92727952, 685024.452699137, 686576.833979183, 686823.977462781, 710483.77389678, 720341.029466397, 721057.64804447, 692983.92727952, 7043611.86678353, 7063915.00821894, 7069209.81071484, 7068960.52109821, 7077087.87954363, 7047882.69502747, 7047430.53610931, 7043611.86678353))
200;595;HAZEBROUCK;NORD;21503;12205;3645;3321;1926;42600;18013;0;0;77;8630;69320;0;59;;list(c(652937.736798433, 661164.321322389, 673454.830737451, 671728.509233873, 686576.833979183, 685024.452699137, 654428.874267712, 652937.736798433, 7053861.65112071, 7086527.26418645, 7091563.43845591, 7084187.074648, 7069209.81071484, 7063915.00821894, 7053332.42924854, 7053861.65112071))
201;772;FONTAINEBLEAU;SEINE ET MARNE;42319;3548;1216;13341;22205;82629;3642;7325;61;2620;26304;122581;420;77;;list(c(655336.076130163, 661732.209320344, 697992.106871535, 703386.542463301, 694290.900129488, 669463.821766967, 655304.810469762, 655336.076130163, 6812102.59347214, 6818351.75402402, 6823586.9903591, 6808060.40983033, 6791556.31710441, 6789412.39709086, 6806416.14100194, 6812102.59347214))
202;121;ESPALION;AVEYRON;25326;2273;518;1130;20917;50164;35957;2973;12760;27378;24666;153898;2850;12;;list(c(653421.208098732, 684905.724042514, 699758.485228613, 703914.069575587, 692242.674088737, 652531.183473744, 653421.208098732, 6394461.98442643, 6411859.93741413, 6405347.13983458, 6361872.92449235, 6354812.50253339, 6389336.60771878, 6394461.98442643))
203;344;SAINT PONS;HERAULT;14462;1911;248;1653;10853;29127;5488;7566;7657;51851;20016;121705;0;34;;list(c(667257.305769692, 694974.167777888, 705288.700929883, 696380.248600757, 675557.887056477, 654622.069774431, 667257.305769692, 6293893.37693816, 6289439.92529716, 6272929.42917662, 6249496.01385552, 6236577.90455852, 6259138.69780876, 6293893.37693816))
204;773;MEAUX;SEINE ET MARNE;52018;4580;3887;18901;12624;92010;7538;4645;1349;361;19768;125671;6;77;;list(c(671134.323135053, 694905.342265365, 703944.710662149, 711525.078166727, 682683.019465304, 676393.737969799, 671794.806216704, 671134.323135053, 6879207.98578101, 6897961.45348562, 6898599.89978044, 6874656.62527166, 6850407.79170678, 6852915.31068641, 6870391.21328663, 6879207.98578101))
205;622;BETHUNE;PAS DE CALAIS;40203;12325;12199;7805;8558;81090;2941;0;325;1021;8568;93945;3191;62;;list(c(654428.874267712, 685024.452699137, 692983.92727952, 690237.959189586, 670543.397020764, 654428.874267712, 7053332.42924854, 7063915.00821894, 7043611.86678353, 7038345.57480051, 7031935.24273179, 7053332.42924854))
206;774;MELUN;SEINE ET MARNE;36125;2449;5954;12290;14492;71310;3801;4274;236;2418;26484;108523;87;77;;list(c(673759.397236926, 676393.737969799, 682683.019465304, 697458.633276793, 697992.106871535, 661732.209320344, 673759.397236926, 6851242.34316627, 6852915.31068641, 6850407.79170678, 6834385.31530475, 6823586.9903591, 6818351.75402402, 6851242.34316627))
207;632;CLERMONT;PUY DE DOME;52662;8261;2901;8039;17759;89622;17621;14065;1946;34342;20035;177631;834;63;;list(c(672325.284698499, 725247.388900588, 728537.106289405, 682005.395424673, 670630.844289324, 672325.284698499, 6530257.07934645, 6525242.27716411, 6512955.73086071, 6495138.42956215, 6523427.20860554, 6530257.07934645))
208;183;SANCERRE;CHER;61661;2220;2720;19312;37032;122945;32162;2571;112;9351;41268;208409;419;18;;list(c(674472.997986393, 709537.86319715, 683803.729125883, 647756.606695548, 674472.997986393, 6711788.52346425, 6679671.74591435, 6662214.9252252, 6704815.83729879, 6711788.52346425))
209;805;PERONNE;SOMME;53441;7023;12493;15542;12188;100687;2289;0;697;1240;15435;120348;660;80;;list(c(676701.578293771, 695784.022781452, 711910.0956953, 698655.288412752, 671986.965603017, 671068.624705649, 676701.578293771, 6997632.82542095, 7002936.5526476, 6989656.24556411, 6951081.21261766, 6973517.98813843, 6988477.96865938, 6997632.82542095))
210;621;ARRAS;PAS DE CALAIS;60486;10723;32924;16742;4390;125265;1870;0;741;405;9557;137838;281;62;;list(c(670543.397020764, 690237.959189586, 700226.322764477, 695784.022781452, 676701.578293771, 665747.440180114, 670543.397020764, 7031935.24273179, 7038345.57480051, 7014458.51362662, 7002936.5526476, 6997632.82542095, 7019159.05896982, 7031935.24273179))
211;603;COMPIEGNE;OISE;45710;8519;5161;9905;7662;76957;7505;1017;525;1057;41783;128844;624;60;;list(c(672564.975496247, 698705.042670026, 708329.781068564, 704806.819192542, 703944.710662149, 694905.342265365, 673522.78034797, 672564.975496247, 6931233.34452451, 6950966.00062085, 6945040.90176444, 6899459.50822128, 6898599.89978044, 6897961.45348562, 6918015.75389771, 6931233.34452451))
212;593;DOUAI;NORD;20485;7757;5404;3840;1209;38695;1972;0;428;139;5972;47206;283;59;;list(c(692983.92727952, 721057.64804447, 722827.519256335, 721904.07282212, 714531.991750178, 700226.322764477, 690237.959189586, 692983.92727952, 7043611.86678353, 7047430.53610931, 7046313.81505724, 7030511.98465746, 7020756.97750385, 7014458.51362662, 7038345.57480051, 7043611.86678353))
213;452;MONTARGIS;LOIRET;63356;3005;2411;13457;35033;117262;8786;4694;7;1311;35599;167659;630;45;;list(c(650535.328879, 669463.821766967, 694290.900129488, 705456.090556873, 705980.041223249, 650535.328879, 6755628.50795578, 6789412.39709086, 6791556.31710441, 6769907.15754324, 6746148.8014904, 6755628.50795578))
214;584;NEVERS;NIEVRE;50302;5533;2362;13271;31900;103368;33046;2871;163;5177;82419;227044;358;58;;list(c(683803.729125883, 709537.86319715, 719799.350213018, 738806.693321397, 744644.233176312, 696538.670029302, 681540.335423412, 683803.729125883, 6662214.9252252, 6679671.74591435, 6683233.13891515, 6673520.61932951, 6637317.51409713, 6624306.01099604, 6649718.45184847, 6662214.9252252))
